MATCH_0: 	First Half starts.
MATCH_14: 54'	New attacking attempt. Kevin De Bruyne - Manchester City - shot with right foot from outside the box is saved in the right corner. Assist - Rodri.
MATCH_14: 54'	Corner - Manchester City. Conceded by Kamil Grabara.
MATCH_14: 55'	Substitution - FC Copenhagen. Andreas Cornelius for Viktor Claesson.
MATCH_14: 55'	Fouled by Elias Achouri - FC Copenhagen
MATCH_14: 55'	Kevin De Bruyne - Manchester City - won a free kick in attack.
MATCH_14: 56'	New attacking attempt. Phil Foden - Manchester City - shot with left foot from long distance on the right is saved in the top right corner.
MATCH_14: 57'	Fouled by Kevin Diks - FC Copenhagen
MATCH_14: 57'	Kevin De Bruyne - Manchester City - won a free kick in attack.
MATCH_14: 59'	Offside - Manchester City. John Stones is in offside.
MATCH_14: 59'	Corner - Manchester City. Conceded by Elias Jelert.
MATCH_14: 60'	Shot blocked. Jérémy Doku - Manchester City - shot with right foot from outside the box is blocked. Assist - Phil Foden.
MATCH_14: 63'	Corner - Manchester City. Conceded by Elias Jelert.
MATCH_14: 63'	New attacking attempt. Erling Haaland - Manchester City - shot with the head from the centre of the box is saved in the top centre of the goal. Assist - Kevin De Bruyne.
MATCH_14: 66'	Shot blocked. Phil Foden - Manchester City - shot with left foot from outside the box is blocked. Assist - Jérémy Doku.
MATCH_14: 66'	Corner - Manchester City. Conceded by Scott McKenna.
MATCH_14: 68'	Missed chance. Rodri - Manchester City - shot with right foot from outside the box missed to the left. Assist - Kyle Walker.
MATCH_14: 69'	New attacking attempt. Jérémy Doku - Manchester City - shot with right foot from outside the box is saved in the top right corner. Assist - Nathan Aké.
MATCH_14: 70'	Fouled by Andreas Cornelius - FC Copenhagen
MATCH_14: 70'	Rúben Dias - Manchester City - won a free kick in defence.
MATCH_14: 70'	Substitution - FC Copenhagen. Oscar Højlund for Diogo Gonçalves.
MATCH_14: 71'	Erling Haaland - Manchester City - won a free kick in attack.
MATCH_14: 71'	Fouled by Oscar Højlund - FC Copenhagen
MATCH_14: 71'	Rasmus Falk - FC Copenhagen - receive yellow card.
MATCH_14: 74'	Bernardo Silva - Manchester City - won a free kick on the left wing.
MATCH_14: 74'	Fouled by Kevin Diks - FC Copenhagen
MATCH_14: 74'	Kevin Diks - FC Copenhagen - receive yellow card for a foul.
MATCH_14: 75'	Missed chance. Kevin De Bruyne - Manchester City - shot with right foot from long distance on the left is very close to the goal from a free kick.
MATCH_14: 77'	Shot blocked. Erling Haaland - Manchester City - shot with the head from few metres is blocked. Assist - Bernardo Silva with a cross.
MATCH_14: 77'	Corner - Manchester City. Conceded by Scott McKenna.
MATCH_14: 78'	Substitution - Manchester City. Matheus Nunes for Bernardo Silva - injury.
MATCH_14: 78'	Missed chance. Phil Foden - Manchester City - shot with left foot from outside the box goes high after corner.
MATCH_14: 81'	Substitution - FC Copenhagen. Christian Sørensen for Elias Achouri.
MATCH_14: 81'	Substitution - FC Copenhagen. Jordan Larsson for Magnus Mattsson.
MATCH_14: 86'	Hand ball by Scott McKenna - FC Copenhagen
MATCH_14: 87'	New attacking attempt. Kevin De Bruyne - Manchester City - shot with right foot from outside the box is saved in the right corner.
MATCH_14: 88'	Erling Haaland - Manchester City - won a free kick in defence.
MATCH_14: 88'	Fouled by Denis Vavro - FC Copenhagen
MATCH_14: 90+2'	New attacking attempt. Erling Haaland - Manchester City - shot with left foot from the left side of the box is saved in the right corner. Assist - Matheus Nunes.
MATCH_14: 90+2'	Shot blocked. Matheus Nunes - Manchester City - shot with right foot from the centre of the box is blocked.
MATCH_14: 90+2'	New attacking attempt. Erling Haaland - Manchester City - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Matheus Nunes.
MATCH_14: 90+2'	Goal! FC Copenhagen 1, Manchester City 3. Phil Foden - Manchester City - shot with left foot from the centre of the box to the centre of the goal.
MATCH_14: 90+4'	Second Half ended - FC Copenhagen 1, Manchester City 3.
MATCH_14: 	Thats all. Game finished - FC Copenhagen 1, Manchester City 3.
MATCH_15: 	First Half starts.
MATCH_15: 1'	Missed chance. André Silva - Real Sociedad - shot with right foot from outside the box is close, but missed.
MATCH_15: 2'	Bradley Barcola - Paris Saint Germain - won a free kick in defence.
MATCH_15: 2'	Fouled by Hamari Traoré - Real Sociedad
MATCH_15: 2'	Hand ball by Igor Zubeldia - Real Sociedad
MATCH_15: 4'	Fouled by Javi Galán - Real Sociedad
MATCH_15: 4'	Ousmane Dembélé - Paris Saint Germain - won a free kick in defence.
MATCH_15: 5'	Missed chance. Fabián Ruiz - Paris Saint Germain - shot with left foot from outside the box goes high.
MATCH_15: 6'	Fouled by Fabián Ruiz - Paris Saint Germain
MATCH_15: 6'	Martín Zubimendi - Real Sociedad - won a free kick in attack.
MATCH_15: 6'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is saved in the left corner. Assist - Ousmane Dembélé.
MATCH_15: 9'	Achraf Hakimi - Paris Saint Germain - won a free kick on the right wing.
MATCH_15: 9'	Fouled by Javi Galán - Real Sociedad
MATCH_15: 9'	Fouled by Kylian Mbappé - Paris Saint Germain
MATCH_15: 9'	Igor Zubeldia - Real Sociedad - won a free kick in defence.
MATCH_15: 14'	Fouled by Ander Barrenetxea - Real Sociedad
MATCH_15: 14'	Warren Zaïre-Emery - Paris Saint Germain - won a free kick in attack.
MATCH_15: 14'	Hand ball by Bradley Barcola - Paris Saint Germain
MATCH_15: 15'	Achraf Hakimi - Paris Saint Germain - won a free kick in defence.
MATCH_15: 15'	Fouled by Igor Zubeldia - Real Sociedad
MATCH_15: 16'	Offside - Real Sociedad. Takefusa Kubo is in offside.
MATCH_15: 18'	Missed chance. Takefusa Kubo - Real Sociedad - shot with left foot from the right side of the box is close, but missed. Assist - André Silva.
MATCH_15: 19'	Corner - Real Sociedad. Conceded by Beraldo.
MATCH_15: 20'	Brais Méndez - Real Sociedad - won a free kick on the right wing.
MATCH_15: 20'	Fouled by Beraldo - Paris Saint Germain
MATCH_15: 22'	Missed chance. André Silva - Real Sociedad - shot with the head from the centre of the box is close, but missed. Assist - Takefusa Kubo with a cross.
MATCH_15: 23'	Danilo Pereira - Paris Saint Germain - won a free kick in defence.
MATCH_15: 23'	Fouled by André Silva - Real Sociedad
MATCH_15: 25'	Offside - Paris Saint Germain. Ousmane Dembélé is in offside.
MATCH_15: 26'	Fouled by Ousmane Dembélé - Paris Saint Germain
MATCH_15: 26'	Javi Galán - Real Sociedad - won a free kick in defence.
MATCH_15: 28'	Offside - Paris Saint Germain. Kylian Mbappé is in offside.
MATCH_15: 33'	Corner - Paris Saint Germain. Conceded by Robin Le Normand.
MATCH_15: 34'	Corner - Paris Saint Germain. Conceded by Álex Remiro.
MATCH_15: 35'	Shot blocked. Achraf Hakimi - Paris Saint Germain - shot with right foot from outside the box is blocked.
MATCH_15: 35'	Missed chance. Bradley Barcola - Paris Saint Germain - shot with the head from the centre of the box goes high after corner.
MATCH_15: 36'	Fouled by Robin Le Normand - Real Sociedad
MATCH_15: 36'	Ousmane Dembélé - Paris Saint Germain - won a free kick in attack.
MATCH_15: 36'	Robin Le Normand - Real Sociedad - receive yellow card for a foul.
MATCH_15: 36'	Delay in match - injury Mikel Merino - Real Sociedad
MATCH_15: 38'	Delay over. They are ready to continue.
MATCH_15: 38'	Corner - Paris Saint Germain. Conceded by André Silva.
MATCH_15: 40'	Corner - Real Sociedad. Conceded by Fabián Ruiz.
MATCH_15: 42'	Shot blocked. André Silva - Real Sociedad - shot with right foot from the centre of the box is blocked.
MATCH_15: 42'	Fouled by Robin Le Normand - Real Sociedad
MATCH_15: 42'	Ousmane Dembélé - Paris Saint Germain - won a free kick in defence.
MATCH_15: 45'	Mikel Merino - Real Sociedad - hits the bar with a shot with left foot from outside the box. Assist - Brais Méndez.
MATCH_15: 45+2'	First Half ended - Paris Saint Germain 0, Real Sociedad 0.
MATCH_15: 45'	Second Half starts Paris Saint Germain 0, Real Sociedad 0.
MATCH_15: 46'	Fouled by Igor Zubeldia - Real Sociedad
MATCH_15: 46'	Kylian Mbappé - Paris Saint Germain - won a free kick in defence.
MATCH_15: 47'	André Silva - Real Sociedad - won a free kick on the left wing.
MATCH_15: 47'	Fouled by Vitinha - Paris Saint Germain
MATCH_15: 49'	Hand ball by André Silva - Real Sociedad
MATCH_15: 50'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Achraf Hakimi.
MATCH_15: 50'	Corner - Real Sociedad. Conceded by Danilo Pereira.
MATCH_15: 51'	Corner - Real Sociedad. Conceded by Vitinha.
MATCH_15: 53'	Corner - Real Sociedad. Conceded by Achraf Hakimi.
MATCH_15: 55'	Corner - Paris Saint Germain. Conceded by Álex Remiro.
MATCH_15: 56'	Shot blocked. Kylian Mbappé - Paris Saint Germain - shot with right foot from the right side of the box is blocked. Assist - Vitinha.
MATCH_15: 56'	Corner - Paris Saint Germain. Conceded by Javi Galán.
MATCH_15: 56'	Delay in match - injury Hamari Traoré - Real Sociedad
MATCH_15: 57'	Delay over. They are ready to continue.
MATCH_15: 58'	Goal! Paris Saint Germain 1, Real Sociedad 0. Kylian Mbappé - Paris Saint Germain - shot with right foot inside of six yard box - left side to the top left corner after corner.
MATCH_15: 59'	Offside - Paris Saint Germain. Kylian Mbappé is in offside.
MATCH_15: 60'	Corner - Paris Saint Germain. Conceded by Brais Méndez.
MATCH_15: 62'	Corner - Paris Saint Germain. Conceded by Martín Zubimendi.
MATCH_15: 63'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from outside the box is saved in the top centre of the goal.
MATCH_15: 63'	Corner - Paris Saint Germain. Conceded by Álex Remiro.
MATCH_15: 64'	Fouled by Ander Barrenetxea - Real Sociedad
MATCH_15: 64'	Ousmane Dembélé - Paris Saint Germain - won a free kick on the right wing.
MATCH_15: 65'	Fouled by Javi Galán - Real Sociedad
MATCH_15: 65'	Ousmane Dembélé - Paris Saint Germain - won a free kick on the right wing.
MATCH_15: 66'	Substitution - Real Sociedad. Arsen Zakharyan for Ander Barrenetxea.
MATCH_15: 69'	Missed chance. Kylian Mbappé - Paris Saint Germain - shot with right foot from outside the box goes high. Assist - Fabián Ruiz.
MATCH_15: 70'	Beraldo - Paris Saint Germain - won a free kick in defence.
MATCH_15: 70'	Fouled by Takefusa Kubo - Real Sociedad
MATCH_15: 70'	Goal! Paris Saint Germain 2, Real Sociedad 0. Bradley Barcola - Paris Saint Germain - shot with left foot from the left side of the box to the centre of the goal. Assist - Fabián Ruiz.
MATCH_15: 72'	Substitution - Paris Saint Germain. Lucas Hernández for Danilo Pereira.
MATCH_15: 72'	Substitution - Paris Saint Germain. Marco Asensio for Bradley Barcola.
MATCH_15: 74'	Missed chance. Kylian Mbappé - Paris Saint Germain - shot with left foot from the left side of the box missed to the left. Assist - Fabián Ruiz with a through ball.
MATCH_15: 76'	Corner - Real Sociedad. Conceded by Lucas Hernández.
MATCH_15: 76'	Shot blocked. Mikel Merino - Real Sociedad - shot with the head from the centre of the box is blocked. Assist - Takefusa Kubo with a cross.
MATCH_15: 76'	Shot blocked. Mikel Merino - Real Sociedad - shot with right foot from the centre of the box is blocked. Assist - André Silva.
MATCH_15: 78'	Substitution - Real Sociedad. Jon Pacheco for Robin Le Normand.
MATCH_15: 79'	Substitution - Real Sociedad. Umar Sadiq for André Silva.
MATCH_15: 79'	Substitution - Real Sociedad. Beñat Turrientes for Brais Méndez.
MATCH_15: 80'	Delay in match - injury Takefusa Kubo - Real Sociedad
MATCH_15: 80'	Delay over. They are ready to continue.
MATCH_15: 82'	Missed chance. Martín Zubimendi - Real Sociedad - shot with right foot from outside the box is high and wide to the right. Assist - Beñat Turrientes.
MATCH_15: 83'	Substitution - Paris Saint Germain. Randal Kolo Muani for Ousmane Dembélé.
MATCH_15: 84'	Corner - Paris Saint Germain. Conceded by Hamari Traoré.
MATCH_15: 85'	Shot blocked. Vitinha - Paris Saint Germain - shot with right foot from the centre of the box is blocked. Assist - Achraf Hakimi.
MATCH_15: 85'	New attacking attempt. Marco Asensio - Paris Saint Germain - shot with left foot from outside the box is saved in the left corner.
MATCH_15: 87'	Missed chance. Randal Kolo Muani - Paris Saint Germain - shot with right foot from the left side of the box is close, but missed to the left. Assist - Warren Zaïre-Emery following a fast break.
MATCH_15: 88'	Substitution - Real Sociedad. Jon Aramburu for Javi Galán.
MATCH_15: 89'	Corner - Real Sociedad. Conceded by Marquinhos.
MATCH_15: 89'	Missed chance. Jon Pacheco - Real Sociedad - shot with left foot from the centre of the box goes high. Assist - Takefusa Kubo with a cross after corner.
MATCH_15: 90+2'	Fabián Ruiz - Paris Saint Germain - won a free kick in defence.
MATCH_15: 90+2'	Fouled by Hamari Traoré - Real Sociedad
MATCH_15: 90+2'	Hamari Traoré - Real Sociedad - receive yellow card for a foul.
MATCH_15: 90+3'	Offside - Real Sociedad. Umar Sadiq is in offside.
MATCH_15: 90+4'	Second Half ended - Paris Saint Germain 2, Real Sociedad 0.
MATCH_15: 	Thats all. Game finished - Paris Saint Germain 2, Real Sociedad 0.
MATCH_16: 	First Half starts.
MATCH_16: 2'	Missed chance. Joshua Kimmich - FC Bayern München - shot with right foot from the centre of the box is close, but missed. Assist - Leroy Sané.
MATCH_16: 3'	Fouled by Joshua Kimmich - FC Bayern München
MATCH_16: 3'	Mattéo Guendouzi - Lazio - won a free kick in defence.
MATCH_16: 5'	Fouled by Leon Goretzka - FC Bayern München
MATCH_16: 5'	Gustav Isaksen - Lazio - won a free kick in attack.
MATCH_16: 6'	Shot blocked. Luis Alberto - Lazio - shot with right foot from outside the box is blocked.
MATCH_16: 7'	Missed chance. Harry Kane - FC Bayern München - shot with right foot from the centre of the box goes high. Assist - Thomas Müller.
MATCH_16: 9'	Fouled by Dayot Upamecano - FC Bayern München
MATCH_16: 9'	Luis Alberto - Lazio - won a free kick in defence.
MATCH_16: 10'	Shot blocked. Jamal Musiala - FC Bayern München - shot with left foot from the left side of the box is blocked. Assist - Raphaël Guerreiro.
MATCH_16: 10'	Corner - FC Bayern München. Conceded by Mario Gila.
MATCH_16: 10'	Missed chance. Noussair Mazraoui - FC Bayern München - shot with right foot from outside the box is close, but missed after corner.
MATCH_16: 15'	Adam Marusic - Lazio - won a free kick in defence.
MATCH_16: 15'	Fouled by Jamal Musiala - FC Bayern München
MATCH_16: 17'	Corner - Lazio. Conceded by Raphaël Guerreiro.
MATCH_16: 18'	New attacking attempt. Mario Gila - Lazio - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Luis Alberto with a cross.
MATCH_16: 22'	Missed chance. Luis Alberto - Lazio - shot with right foot from outside the box is close, but misses the top right corner. Assist - Danilo Cataldi.
MATCH_16: 24'	Offside - FC Bayern München. Thomas Müller is in offside.
MATCH_16: 27'	Fouled by Joshua Kimmich - FC Bayern München
MATCH_16: 27'	Mattéo Guendouzi - Lazio - won a free kick in defence.
MATCH_16: 29'	Missed chance. Dayot Upamecano - FC Bayern München - shot with right foot from outside the box goes high. Assist - Jamal Musiala.
MATCH_16: 30'	Fouled by Mario Gila - Lazio
MATCH_16: 30'	Jamal Musiala - FC Bayern München - won a free kick in attack.
MATCH_16: 32'	Missed chance. Leroy Sané - FC Bayern München - shot with left foot from outside the box is close, but missed to the left. Assist - Thomas Müller .
MATCH_16: 36'	Ciro Immobile - Lazio - won a free kick in defence.
MATCH_16: 36'	Fouled by Dayot Upamecano - FC Bayern München
MATCH_16: 38'	Missed chance. Gustav Isaksen - Lazio - shot with left foot from outside the box is very close to the goal. Assist - Luis Alberto.
MATCH_16: 39'	Offside - FC Bayern München. Harry Kane is in offside.
MATCH_16: 40'	Missed chance. Jamal Musiala - FC Bayern München - shot with left foot from the centre of the box is high and wide to the left. Assist - Leon Goretzka.
MATCH_16: 45'	Shot blocked. Mattéo Guendouzi - Lazio - shot with right foot from outside the box is blocked. Assist - Gustav Isaksen.
MATCH_16: 45+1'	Fouled by Adam Marusic - Lazio
MATCH_16: 45+1'	Jamal Musiala - FC Bayern München - won a free kick in defence.
MATCH_16: 45+1'	First Half ended - Lazio 0, FC Bayern München 0.
MATCH_16: 45'	Second Half starts Lazio 0, FC Bayern München 0.
MATCH_16: 46'	Fouled by Felipe Anderson - Lazio
MATCH_16: 46'	Joshua Kimmich - FC Bayern München - won a free kick in defence.
MATCH_16: 47'	Fouled by Mattéo Guendouzi - Lazio
MATCH_16: 47'	Jamal Musiala - FC Bayern München - won a free kick in defence.
MATCH_16: 48'	New attacking attempt. Gustav Isaksen - Lazio - shot with left foot from the centre of the box is saved in the left corner. Assist - Luis Alberto with a through ball.
MATCH_16: 49'	Corner - Lazio. Conceded by Kim Min-Jae.
MATCH_16: 50'	Shot blocked. Mario Gila - Lazio - shot with the head from the centre of the box is blocked. Assist - Luis Alberto with a cross.
MATCH_16: 50'	Corner - Lazio. Conceded by Kim Min-Jae.
MATCH_16: 52'	Shot blocked. Jamal Musiala - FC Bayern München - shot with right foot from few metres is blocked. Assist - Noussair Mazraoui with a cross.
MATCH_16: 52'	Corner - FC Bayern München. Conceded by Mario Gila.
MATCH_16: 53'	Shot blocked. Noussair Mazraoui - FC Bayern München - shot with right foot from outside the box is blocked.
MATCH_16: 58'	Missed chance. Harry Kane - FC Bayern München - shot with the head from the centre of the box goes high. Assist - Thomas Müller with a cross.
MATCH_16: 59'	Delay in match - injury Elseid Hysaj - Lazio
MATCH_16: 60'	Substitution - Lazio. Manuel Lazzari for Elseid Hysaj - injury.
MATCH_16: 60'	Delay over. They are ready to continue.
MATCH_16: 62'	Missed chance. Leroy Sané - FC Bayern München - shot with the head from the centre of the box missed to the left. Assist - Thomas Müller with a cross.
MATCH_16: 65'	Fouled by Noussair Mazraoui - FC Bayern München
MATCH_16: 65'	Mattéo Guendouzi - Lazio - won a free kick in defence.
MATCH_16: 67'	Shot blocked. Gustav Isaksen - Lazio - shot with left foot from the right side of the box is blocked. Assist - Ciro Immobile.
MATCH_16: 67'	Penalty Lazio. Gustav Isaksen draws a foul in the penalty area.
MATCH_16: 67'	Penalty conceded by Dayot Upamecano - FC Bayern München - after a foul in the penalty area.
MATCH_16: 67'	Dayot Upamecano - FC Bayern München - receive red card.
MATCH_16: 68'	Joshua Kimmich - FC Bayern München - receive yellow card.
MATCH_16: 69'	Goal! Lazio 1, FC Bayern München 0. Ciro Immobile - Lazio - converts the penalty with a shot with right foot to the right corner.
MATCH_16: 72'	Shot blocked. Jamal Musiala - FC Bayern München - shot with right foot from the right side of the box is blocked. Assist - Thomas Müller with a through ball.
MATCH_16: 72'	Corner - FC Bayern München. Conceded by Alessio Romagnoli.
MATCH_16: 73'	Substitution - FC Bayern München. Matthijs de Ligt for Leon Goretzka.
MATCH_16: 73'	Missed chance. Kim Min-Jae - FC Bayern München - shot with the head from the centre of the box goes high after corner.
MATCH_16: 74'	Substitution - Lazio. Pedro for Gustav Isaksen.
MATCH_16: 74'	Substitution - Lazio. Valentín Castellanos for Ciro Immobile.
MATCH_16: 80'	Delay in match - injury Mario Gila - Lazio
MATCH_16: 81'	Substitution - Lazio. Patric for Mario Gila - injury.
MATCH_16: 81'	Substitution - Lazio. Daichi Kamada for Luis Alberto.
MATCH_16: 81'	Delay over. They are ready to continue.
MATCH_16: 81'	Substitution - FC Bayern München. Eric Choupo-Moting for Thomas Müller.
MATCH_16: 81'	Substitution - FC Bayern München. Mathys Tel for Leroy Sané.
MATCH_16: 82'	Shot blocked. Harry Kane - FC Bayern München - shot with left foot from outside the box is blocked. Assist - Eric Choupo-Moting.
MATCH_16: 84'	Fouled by Alessio Romagnoli - Lazio
MATCH_16: 84'	Harry Kane - FC Bayern München - won a free kick in attack.
MATCH_16: 86'	Shot blocked. Harry Kane - FC Bayern München - shot with right foot from outside the box is blocked.
MATCH_16: 86'	Corner - FC Bayern München. Conceded by Daichi Kamada.
MATCH_16: 86'	Shot blocked. Raphaël Guerreiro - FC Bayern München - shot with left foot from outside the box is blocked.
MATCH_16: 87'	Missed chance. Eric Choupo-Moting - FC Bayern München - shot with the head from the right side of the six yard box missed to the left. Assist - Mathys Tel with a cross.
MATCH_16: 87'	Corner - FC Bayern München. Conceded by Manuel Lazzari.
MATCH_16: 90'	Shot blocked. Felipe Anderson - Lazio - shot with right foot from the right side of the box is blocked. Assist - Valentín Castellanos.
MATCH_16: 90'	Fouled by Manuel Lazzari - Lazio
MATCH_16: 90'	Mathys Tel - FC Bayern München - won a free kick in defence.
MATCH_16: 90+2'	New attacking attempt. Pedro - Lazio - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Daichi Kamada.
MATCH_16: 90+4'	Fouled by Valentín Castellanos - Lazio
MATCH_16: 90+4'	Jamal Musiala - FC Bayern München - won a free kick in attack.
MATCH_16: 90+5'	Second Half ended - Lazio 1, FC Bayern München 0.
MATCH_16: 	Thats all. Game finished - Lazio 1, FC Bayern München 0.
MATCH_17: 	First Half starts.
MATCH_17: 2'	Delay in match - injury Niclas Füllkrug - Borussia Dortmund
MATCH_17: 3'	Delay over. They are ready to continue.
MATCH_17: 5'	Fouled by Niclas Füllkrug - Borussia Dortmund
MATCH_17: 5'	Jerdy Schouten - PSV Eindhoven - won a free kick in defence.
MATCH_17: 6'	Corner - PSV Eindhoven. Conceded by Mats Hummels.
MATCH_17: 8'	Fouled by Hirving Lozano - PSV Eindhoven
MATCH_17: 8'	Julian Ryerson - Borussia Dortmund - won a free kick in defence.
MATCH_17: 11'	Missed chance. Johan Bakayoko - PSV Eindhoven - shot with left foot from outside the box missed to the left. Assist - Jordan Teze.
MATCH_17: 12'	Fouled by Marco Reus - Borussia Dortmund
MATCH_17: 12'	Johan Bakayoko - PSV Eindhoven - won a free kick in defence.
MATCH_17: 15'	New attacking attempt. Donyell Malen - Borussia Dortmund - shot with left foot from outside the box is saved in the left corner. Assist - Mats Hummels.
MATCH_17: 16'	Missed chance. Malik Tillman - PSV Eindhoven - shot with right foot from outside the box is close, but missed to the left. Assist - Luuk de Jong.
MATCH_17: 17'	New attacking attempt. Donyell Malen - Borussia Dortmund - shot with right foot from outside the box is saved in the left corner. Assist - Emre Can.
MATCH_17: 18'	Missed chance. Niclas Füllkrug - Borussia Dortmund - shot with left foot from the centre of the box goes high.
MATCH_17: 20'	Corner - Borussia Dortmund. Conceded by Jordan Teze.
MATCH_17: 20'	Missed chance. Nico Schlotterbeck - Borussia Dortmund - shot with the head from few metres missed. Assist - Marco Reus with a cross after corner.
MATCH_17: 22'	Fouled by Hirving Lozano - PSV Eindhoven
MATCH_17: 22'	Julian Ryerson - Borussia Dortmund - won a free kick on the right wing.
MATCH_17: 22'	Hirving Lozano - PSV Eindhoven - receive yellow card for a foul.
MATCH_17: 23'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_17: 23'	Fouled by Julian Ryerson - Borussia Dortmund
MATCH_17: 24'	Goal! PSV Eindhoven 0, Borussia Dortmund 1. Donyell Malen - Borussia Dortmund - shot with right foot from the right side of the box to the top right corner. Assist - Marcel Sabitzer.
MATCH_17: 27'	Fouled by Mats Hummels - Borussia Dortmund
MATCH_17: 27'	Hirving Lozano - PSV Eindhoven - won a free kick on the left wing.
MATCH_17: 28'	Offside - PSV Eindhoven. Malik Tillman is in offside.
MATCH_17: 29'	Missed chance. Joey Veerman - PSV Eindhoven - shot with right foot from more than 35 yards goes high.
MATCH_17: 32'	Fouled by Emre Can - Borussia Dortmund
MATCH_17: 32'	Hirving Lozano - PSV Eindhoven - won a free kick in attack.
MATCH_17: 33'	Shot blocked. Hirving Lozano - PSV Eindhoven - shot with right foot from the left side of the box is blocked. Assist - Malik Tillman.
MATCH_17: 33'	Delay in match - injury Marcel Sabitzer - Borussia Dortmund
MATCH_17: 35'	Delay over. They are ready to continue.
MATCH_17: 35'	Corner - PSV Eindhoven. Conceded by Ian Maatsen.
MATCH_17: 37'	Missed chance. Johan Bakayoko - PSV Eindhoven - shot with left foot from the centre of the box is close, but missed. Assist - Ismael Saibari with a cross.
MATCH_17: 39'	Offside - Borussia Dortmund. Jadon Sancho is in offside.
MATCH_17: 39'	New attacking attempt. Ismael Saibari - PSV Eindhoven - shot with right foot from the right side of the box is saved in the right corner. Assist - Johan Bakayoko.
MATCH_17: 40'	Corner - PSV Eindhoven. Conceded by Alexander Meyer.
MATCH_17: 41'	Fouled by Julian Ryerson - Borussia Dortmund
MATCH_17: 41'	Hirving Lozano - PSV Eindhoven - won a free kick on the left wing.
MATCH_17: 42'	Fouled by Ian Maatsen - Borussia Dortmund
MATCH_17: 42'	Johan Bakayoko - PSV Eindhoven - won a free kick on the right wing.
MATCH_17: 42'	Ian Maatsen - Borussia Dortmund - receive yellow card for a foul.
MATCH_17: 43'	Missed chance. Luuk de Jong - PSV Eindhoven - shot with the head from the left side of the box goes high. Assist - Joey Veerman with a cross .
MATCH_17: 45+1'	Nico Schlotterbeck - Borussia Dortmund - receive yellow card for a foul.
MATCH_17: 45+2'	Fouled by Julian Ryerson - Borussia Dortmund
MATCH_17: 45+2'	Hirving Lozano - PSV Eindhoven - won a free kick in defence.
MATCH_17: 45+3'	First Half ended - PSV Eindhoven 0, Borussia Dortmund 1.
MATCH_17: 45'	Second Half starts PSV Eindhoven 0, Borussia Dortmund 1.
MATCH_17: 49'	Shot blocked. Joey Veerman - PSV Eindhoven - shot with right foot from outside the box is blocked. Assist - Malik Tillman.
MATCH_17: 49'	Corner - PSV Eindhoven. Conceded by Marco Reus.
MATCH_17: 50'	Donyell Malen - Borussia Dortmund - won a free kick in defence.
MATCH_17: 50'	Fouled by Sergiño Dest - PSV Eindhoven
MATCH_17: 52'	Corner - Borussia Dortmund. Conceded by Johan Bakayoko.
MATCH_17: 54'	Penalty PSV Eindhoven. Malik Tillman draws a foul in the penalty area.
MATCH_17: 54'	Penalty conceded by Mats Hummels - Borussia Dortmund - after a foul in the penalty area.
MATCH_17: 56'	Goal! PSV Eindhoven 1, Borussia Dortmund 1. Luuk de Jong - PSV Eindhoven - converts the penalty with a shot with right foot to the left corner.
MATCH_17: 57'	Fouled by Donyell Malen - Borussia Dortmund
MATCH_17: 57'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_17: 59'	New attacking attempt. Donyell Malen - Borussia Dortmund - shot with right foot from a diffucult position on the left is saved by goalkeeper in the centre of the goal.
MATCH_17: 59'	Corner - Borussia Dortmund. Conceded by Walter Benítez.
MATCH_17: 60'	Corner - Borussia Dortmund. Conceded by Malik Tillman.
MATCH_17: 61'	Missed chance. Donyell Malen - Borussia Dortmund - shot with right foot from few metres is very close to the goal after corner.
MATCH_17: 62'	Missed chance. Ismael Saibari - PSV Eindhoven - shot with left foot from outside the box goes high. Assist - Jordan Teze.
MATCH_17: 62'	Substitution - Borussia Dortmund. Julian Brandt for Marco Reus.
MATCH_17: 64'	Fouled by Emre Can - Borussia Dortmund
MATCH_17: 64'	Malik Tillman - PSV Eindhoven - won a free kick in defence.
MATCH_17: 65'	Missed chance. Hirving Lozano - PSV Eindhoven - shot with right foot from the left side of the box is high and wide to the right. Assist - Luuk de Jong.
MATCH_17: 68'	Substitution - Borussia Dortmund. Marius Wolf for Jadon Sancho.
MATCH_17: 69'	Offside - PSV Eindhoven. Johan Bakayoko is in offside.
MATCH_17: 71'	Fouled by Ismael Saibari - PSV Eindhoven
MATCH_17: 71'	Nico Schlotterbeck - Borussia Dortmund - won a free kick on the left wing.
MATCH_17: 72'	New attacking attempt. Marius Wolf - Borussia Dortmund - shot with right foot from the centre of the box is saved in the top left corner. Assist - Ian Maatsen with a cross.
MATCH_17: 73'	Fouled by Nico Schlotterbeck - Borussia Dortmund
MATCH_17: 73'	Malik Tillman - PSV Eindhoven - won a free kick in defence.
